"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
343,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,569,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841874303837,2944841887352404,2944841887396724,2944841887453961,44320
344,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,571,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841874338141,2944841887407764,2944841887590004,2944841887596357,182240
345,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,573,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841874423490,2944841887603284,2944841887647444,2944841887705070,44160
346,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,575,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841874460369,2944841887658804,2944841887838164,2944841887844610,179360
347,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,577,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841874547442,2944841887851444,2944841887895284,2944841887961649,43840
348,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,579,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841874581305,2944841887906644,2944841888084724,2944841888090259,178080
349,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,581,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841874666464,2944841888098004,2944841888141684,2944841888211596,43680
350,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,583,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841874701409,2944841888152884,2944841888328245,2944841888334836,175361
351,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,585,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841874789844,2944841888341525,2944841888385685,2944841888449520,44160
352,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,587,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841874824289,2944841888397045,2944841888576885,2944841888583039,179840
