"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
1799,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3329,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581190247667,4325581217423415,4325581217457175,4325581217468787,33760
1800,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3331,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581190282852,4325581217468535,4325581217648535,4325581217658872,180000
1801,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3333,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581190370897,4325581217661495,4325581217694776,4325581217721279,33281
1802,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3335,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581190405311,4325581217706456,4325581217887896,4325581217902958,181440
1803,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3337,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581190489188,4325581217901176,4325581217935096,4325581217949404,33920
1804,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3339,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581190522700,4325581217946776,4325581218132376,4325581218145561,185600
1805,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3341,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581190604282,4325581218145176,4325581218178776,4325581218181067,33600
1806,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3343,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581190636763,4325581218190296,4325581218371896,4325581218382994,181600
1807,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3345,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581190715871,4325581218384856,4325581218418776,4325581218430844,33920
1808,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3347,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581190748402,4325581218430136,4325581218613496,4325581218630156,183360
1809,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3349,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581190830525,4325581218626616,4325581218660856,4325581218665061,34240
1810,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3351,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581190891248,4325581218672376,4325581218854456,4325581218867599,182080
1811,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3353,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581190975275,4325581218867576,4325581218901816,4325581218917853,34240
1812,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3355,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581191007936,4325581218913496,4325581219103096,4325581219117386,189600
1813,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3357,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581191090250,4325581219115896,4325581219149176,4325581219156098,33280
